Final Quaternary Strand Length,3-RLL and Knuth by blocks log2 of possible strands
4090,7694.0
4091,7696.0
4092,7698.0
4093,7700.0
4094,7702.0
4095,7704.0
4096,7706.0
4097,7708.0
4098,7710.0
4099,7712.0
4100,7712.0
4101,7714.0
4102,7716.0
4103,7718.0
4104,7720.0
4105,7722.0
4106,7724.0
4107,7726.0
4108,7728.0
4109,7730.0
4110,7732.0
4111,7734.0
4112,7736.0
4113,7738.0
4114,7740.0
4115,7742.0
4116,7744.0
4117,7744.0
4118,7746.0
4119,7748.0
4120,7750.0
4121,7752.0
4122,7754.0
4123,7756.0
4124,7758.0
4125,7760.0
4126,7762.0
4127,7764.0
4128,7766.0
4129,7768.0
4130,7770.0
4131,7772.0
4132,7774.0
4133,7776.0
4134,7776.0
4135,7778.0
4136,7780.0
4137,7782.0
4138,7784.0
4139,7786.0
4140,7788.0
4141,7790.0
4142,7792.0
4143,7794.0
4144,7796.0
4145,7798.0
4146,7800.0
4147,7802.0
4148,7804.0
4149,7806.0
4150,7808.0
4151,7808.0
4152,7810.0
4153,7812.0
4154,7814.0
4155,7816.0
4156,7818.0
4157,7820.0
4158,7822.0
4159,7824.0
4160,7826.0
4161,7828.0
4162,7830.0
4163,7832.0
4164,7834.0
4165,7836.0
4166,7838.0
4167,7840.0
4168,7840.0
4169,7842.0
4170,7844.0
4171,7846.0
4172,7848.0
4173,7850.0
4174,7852.0
4175,7854.0
4176,7856.0
4177,7858.0
4178,7860.0
4179,7862.0
4180,7864.0
4181,7866.0
4182,7868.0
4183,7870.0
4184,7872.0
4185,7872.0
4186,7874.0
4187,7876.0
4188,7878.0
4189,7880.0
4190,7882.0
4191,7884.0
4192,7886.0
4193,7888.0
4194,7890.0
4195,7892.0
4196,7894.0
4197,7896.0
4198,7898.0
4199,7900.0
4200,7902.0
4201,7904.0
4202,7904.0
4203,7906.0
4204,7908.0
4205,7910.0
4206,7912.0
4207,7914.0
4208,7916.0
4209,7918.0
4210,7920.0
4211,7922.0
4212,7924.0
4213,7926.0
4214,7928.0
4215,7930.0
4216,7932.0
4217,7934.0
4218,7936.0
4219,7936.0
4220,7938.0
4221,7940.0
4222,7942.0
4223,7944.0
4224,7946.0
4225,7948.0
4226,7950.0
4227,7952.0
4228,7954.0
4229,7956.0
4230,7958.0
4231,7960.0
4232,7962.0
4233,7964.0
4234,7966.0
4235,7968.0
4236,7968.0
4237,7970.0
4238,7972.0
4239,7974.0
4240,7976.0
4241,7978.0
4242,7980.0
4243,7982.0
4244,7984.0
4245,7986.0
4246,7988.0
4247,7990.0
4248,7992.0
4249,7994.0
4250,7996.0
4251,7998.0
4252,8000.0
4253,8000.0
4254,8002.0
4255,8004.0
4256,8006.0
4257,8008.0
4258,8010.0
4259,8012.0
4260,8014.0
4261,8016.0
4262,8018.0
4263,8020.0
4264,8022.0
4265,8024.0
4266,8026.0
4267,8028.0
4268,8030.0
4269,8032.0
4270,8032.0
4271,8034.0
4272,8036.0
4273,8038.0
4274,8040.0
4275,8042.0
4276,8044.0
4277,8046.0
4278,8048.0
4279,8050.0
4280,8052.0
4281,8054.0
4282,8056.0
4283,8058.0
4284,8060.0
4285,8062.0
4286,8064.0
4287,8064.0
4288,8066.0
4289,8068.0
4290,8070.0
4291,8072.0
4292,8074.0
4293,8076.0
4294,8078.0
4295,8080.0
4296,8082.0
4297,8084.0
4298,8086.0
4299,8088.0
4300,8090.0
4301,8092.0
4302,8094.0
4303,8096.0
4304,8096.0
4305,8098.0
4306,8100.0
4307,8102.0
4308,8104.0
4309,8106.0
4310,8108.0
4311,8110.0
4312,8112.0
4313,8114.0
4314,8116.0
4315,8118.0
4316,8120.0
4317,8122.0
4318,8124.0
4319,8126.0
4320,8128.0
4321,8128.0
4322,8130.0
4323,8132.0
4324,8134.0
4325,8136.0
4326,8138.0
4327,8140.0
4328,8142.0
4329,8144.0
4330,8146.0
4331,8148.0
4332,8150.0
4333,8152.0
4334,8154.0
4335,8156.0
4336,8158.0
4337,8160.0
4338,8160.0
4339,8162.0
4340,8164.0
4341,8166.0
4342,8168.0
4343,8170.0
4344,8172.0
4345,8174.0
4346,8176.0
4347,8178.0
4348,8180.0
4349,8182.0
4350,8184.0
4351,8186.0
4352,8188.0
4353,8190.0
4354,8192.0
4355,8192.0
4356,8194.0
4357,8196.0
4358,8198.0
4359,8200.0
4360,8202.0
4361,8204.0
4362,8206.0
4363,8208.0
4364,8210.0
4365,8212.0
4366,8214.0
4367,8216.0
4368,8218.0
4369,8220.0
4370,8222.0
4371,8224.0
4372,8224.0
4373,8226.0
4374,8228.0
4375,8230.0
4376,8232.0
4377,8234.0
4378,8236.0
4379,8238.0
4380,8240.0
4381,8242.0
4382,8244.0
4383,8246.0
4384,8248.0
4385,8250.0
4386,8252.0
4387,8254.0
4388,8256.0
4389,8256.0
4390,8258.0
4391,8260.0
4392,8262.0
4393,8264.0
4394,8266.0
4395,8268.0
4396,8270.0
4397,8272.0
4398,8274.0
4399,8276.0
4400,8278.0
4401,8280.0
4402,8282.0
4403,8284.0
4404,8286.0
4405,8288.0
4406,8288.0
4407,8290.0
4408,8292.0
4409,8294.0
4410,8296.0
4411,8298.0
4412,8300.0
4413,8302.0
4414,8304.0
4415,8306.0
4416,8308.0
4417,8310.0
4418,8312.0
4419,8314.0
4420,8316.0
4421,8318.0
4422,8320.0
4423,8320.0
4424,8322.0
4425,8324.0
4426,8326.0
4427,8328.0
4428,8330.0
4429,8332.0
4430,8334.0
4431,8336.0
4432,8338.0
4433,8340.0
4434,8342.0
4435,8344.0
4436,8346.0
4437,8348.0
4438,8350.0
4439,8352.0
4440,8352.0
4441,8354.0
4442,8356.0
4443,8358.0
4444,8360.0
4445,8362.0
4446,8364.0
4447,8366.0
4448,8368.0
4449,8370.0
4450,8372.0
4451,8374.0
4452,8376.0
4453,8378.0
4454,8380.0
4455,8382.0
4456,8384.0
4457,8384.0
4458,8386.0
4459,8388.0
4460,8390.0
4461,8392.0
4462,8394.0
4463,8396.0
4464,8398.0
4465,8400.0
4466,8402.0
4467,8404.0
4468,8406.0
4469,8408.0
4470,8410.0
4471,8412.0
4472,8414.0
4473,8416.0
4474,8416.0
4475,8418.0
4476,8420.0
4477,8422.0
4478,8424.0
4479,8426.0
4480,8428.0
4481,8430.0
4482,8432.0
4483,8434.0
4484,8436.0
4485,8438.0
4486,8440.0
4487,8442.0
4488,8444.0
4489,8446.0
4490,8448.0
4491,8448.0
4492,8450.0
4493,8452.0
4494,8454.0
4495,8456.0
4496,8458.0
4497,8460.0
4498,8462.0
4499,8464.0
4500,8466.0
4501,8468.0
4502,8470.0
4503,8472.0
4504,8474.0
4505,8476.0
4506,8478.0
4507,8480.0
4508,8480.0
4509,8482.0
4510,8484.0
4511,8486.0
4512,8488.0
4513,8490.0
4514,8492.0
4515,8494.0
4516,8496.0
4517,8498.0
4518,8500.0
4519,8502.0
4520,8504.0
4521,8506.0
4522,8508.0
4523,8510.0
4524,8512.0
4525,8512.0
4526,8514.0
4527,8516.0
4528,8518.0
4529,8520.0
4530,8522.0
4531,8524.0
4532,8526.0
4533,8528.0
4534,8530.0
4535,8532.0
4536,8534.0
4537,8536.0
4538,8538.0
4539,8540.0
4540,8542.0
4541,8544.0
4542,8544.0
4543,8546.0
4544,8548.0
4545,8550.0
4546,8552.0
4547,8554.0
4548,8556.0
4549,8558.0
4550,8560.0
4551,8562.0
4552,8564.0
4553,8566.0
4554,8568.0
4555,8570.0
4556,8572.0
4557,8574.0
4558,8576.0
4559,8576.0
4560,8578.0
4561,8580.0
4562,8582.0
4563,8584.0
4564,8586.0
4565,8588.0
4566,8590.0
4567,8592.0
4568,8594.0
4569,8596.0
4570,8598.0
4571,8600.0
4572,8602.0
4573,8604.0
4574,8606.0
4575,8608.0
4576,8608.0
4577,8610.0
4578,8612.0
4579,8614.0
4580,8616.0
4581,8618.0
4582,8620.0
4583,8622.0
4584,8624.0
4585,8626.0
4586,8628.0
4587,8630.0
4588,8632.0
4589,8634.0
4590,8636.0
4591,8638.0
4592,8640.0
4593,8640.0
4594,8642.0
4595,8644.0
4596,8646.0
4597,8648.0
4598,8650.0
4599,8652.0
4600,8654.0
4601,8656.0
4602,8658.0
4603,8660.0
4604,8662.0
4605,8664.0
4606,8666.0
4607,8668.0
4608,8670.0
4609,8672.0
4610,8672.0
4611,8674.0
4612,8676.0
4613,8678.0
4614,8680.0
4615,8682.0
4616,8684.0
4617,8686.0
4618,8688.0
4619,8690.0
4620,8692.0
4621,8694.0
4622,8696.0
4623,8698.0
4624,8700.0
4625,8702.0
4626,8704.0
4627,8704.0
4628,8706.0
4629,8708.0
4630,8710.0
4631,8712.0
4632,8714.0
4633,8716.0
4634,8718.0
4635,8720.0
4636,8722.0
4637,8724.0
4638,8726.0
4639,8728.0
4640,8730.0
4641,8732.0
4642,8734.0
4643,8736.0
4644,8736.0
4645,8738.0
4646,8740.0
4647,8742.0
4648,8744.0
4649,8746.0
4650,8748.0
4651,8750.0
4652,8752.0
4653,8754.0
4654,8756.0
4655,8758.0
4656,8760.0
4657,8762.0
4658,8764.0
4659,8766.0
4660,8768.0
4661,8768.0
4662,8770.0
4663,8772.0
4664,8774.0
4665,8776.0
4666,8778.0
4667,8780.0
4668,8782.0
4669,8784.0
4670,8786.0
4671,8788.0
4672,8790.0
4673,8792.0
4674,8794.0
4675,8796.0
4676,8798.0
4677,8800.0
4678,8800.0
4679,8802.0
4680,8804.0
4681,8806.0
4682,8808.0
4683,8810.0
4684,8812.0
4685,8814.0
4686,8816.0
4687,8818.0
4688,8820.0
4689,8822.0
4690,8824.0
4691,8826.0
4692,8828.0
4693,8830.0
4694,8832.0
4695,8832.0
4696,8834.0
4697,8836.0
4698,8838.0
4699,8840.0
4700,8842.0
4701,8844.0
4702,8846.0
4703,8848.0
4704,8850.0
4705,8852.0
4706,8854.0
4707,8856.0
4708,8858.0
4709,8860.0
4710,8862.0
4711,8864.0
4712,8864.0
4713,8866.0
4714,8868.0
4715,8870.0
4716,8872.0
4717,8874.0
4718,8876.0
4719,8878.0
4720,8880.0
4721,8882.0
4722,8884.0
4723,8886.0
4724,8888.0
4725,8890.0
4726,8892.0
4727,8894.0
4728,8896.0
4729,8896.0
4730,8898.0
4731,8900.0
4732,8902.0
4733,8904.0
4734,8906.0
4735,8908.0
4736,8910.0
4737,8912.0
4738,8914.0
4739,8916.0
4740,8918.0
4741,8920.0
4742,8922.0
4743,8924.0
4744,8926.0
4745,8928.0
4746,8928.0
4747,8930.0
4748,8932.0
4749,8934.0
4750,8936.0
4751,8938.0
4752,8940.0
4753,8942.0
4754,8944.0
4755,8946.0
4756,8948.0
4757,8950.0
4758,8952.0
4759,8954.0
4760,8956.0
4761,8958.0
4762,8960.0
4763,8960.0
4764,8962.0
4765,8964.0
4766,8966.0
4767,8968.0
4768,8970.0
4769,8972.0
4770,8974.0
4771,8976.0
4772,8978.0
4773,8980.0
4774,8982.0
4775,8984.0
4776,8986.0
4777,8988.0
4778,8990.0
4779,8992.0
4780,8992.0
4781,8994.0
4782,8996.0
4783,8998.0
4784,9000.0
4785,9002.0
4786,9004.0
4787,9006.0
4788,9008.0
4789,9010.0
4790,9012.0
4791,9014.0
4792,9016.0
4793,9018.0
4794,9020.0
4795,9022.0
4796,9024.0
4797,9024.0
4798,9026.0
4799,9028.0
4800,9030.0
4801,9032.0
4802,9034.0
4803,9036.0
4804,9038.0
4805,9040.0
4806,9042.0
4807,9044.0
4808,9046.0
4809,9048.0
4810,9050.0
4811,9052.0
4812,9054.0
4813,9056.0
4814,9056.0
4815,9058.0
4816,9060.0
4817,9062.0
4818,9064.0
4819,9066.0
4820,9068.0
4821,9070.0
4822,9072.0
4823,9074.0
4824,9076.0
4825,9078.0
4826,9080.0
4827,9082.0
4828,9084.0
4829,9086.0
4830,9088.0
4831,9088.0
4832,9090.0
4833,9092.0
4834,9094.0
4835,9096.0
4836,9098.0
4837,9100.0
4838,9102.0
4839,9104.0
4840,9106.0
4841,9108.0
4842,9110.0
4843,9112.0
4844,9114.0
4845,9116.0
4846,9118.0
4847,9120.0
4848,9120.0
4849,9122.0
4850,9124.0
4851,9126.0
4852,9128.0
4853,9130.0
4854,9132.0
4855,9134.0
4856,9136.0
4857,9138.0
4858,9140.0
4859,9142.0
4860,9144.0
4861,9146.0
4862,9148.0
4863,9150.0
4864,9152.0
4865,9152.0
4866,9154.0
4867,9156.0
4868,9158.0
4869,9160.0
4870,9162.0
4871,9164.0
4872,9166.0
4873,9168.0
4874,9170.0
4875,9172.0
4876,9174.0
4877,9176.0
4878,9178.0
4879,9180.0
4880,9182.0
4881,9184.0
4882,9184.0
4883,9186.0
4884,9188.0
4885,9190.0
4886,9192.0
4887,9194.0
4888,9196.0
4889,9198.0
4890,9200.0
4891,9202.0
4892,9204.0
4893,9206.0
4894,9208.0
4895,9210.0
4896,9212.0
4897,9214.0
4898,9216.0
4899,9216.0
4900,9218.0
4901,9220.0
4902,9222.0
4903,9224.0
4904,9226.0
4905,9228.0
4906,9230.0
4907,9232.0
4908,9234.0
4909,9236.0
4910,9238.0
4911,9240.0
4912,9242.0
4913,9244.0
4914,9246.0
4915,9248.0
4916,9248.0
4917,9250.0
4918,9252.0
4919,9254.0
4920,9256.0
4921,9258.0
4922,9260.0
4923,9262.0
4924,9264.0
4925,9266.0
4926,9268.0
4927,9270.0
4928,9272.0
4929,9274.0
4930,9276.0
4931,9278.0
4932,9280.0
4933,9280.0
4934,9282.0
4935,9284.0
4936,9286.0
4937,9288.0
4938,9290.0
4939,9292.0
4940,9294.0
4941,9296.0
4942,9298.0
4943,9300.0
4944,9302.0
4945,9304.0
4946,9306.0
4947,9308.0
4948,9310.0
4949,9312.0
4950,9312.0
4951,9314.0
4952,9316.0
4953,9318.0
4954,9320.0
4955,9322.0
4956,9324.0
4957,9326.0
4958,9328.0
4959,9330.0
4960,9332.0
4961,9334.0
4962,9336.0
4963,9338.0
4964,9340.0
4965,9342.0
4966,9344.0
4967,9344.0
4968,9346.0
4969,9348.0
4970,9350.0
4971,9352.0
4972,9354.0
4973,9356.0
4974,9358.0
4975,9360.0
4976,9362.0
4977,9364.0
4978,9366.0
4979,9368.0
4980,9370.0
4981,9372.0
4982,9374.0
4983,9376.0
4984,9376.0
4985,9378.0
4986,9380.0
4987,9382.0
4988,9384.0
4989,9386.0
4990,9388.0
4991,9390.0
4992,9392.0
4993,9394.0
4994,9396.0
4995,9398.0
4996,9400.0
4997,9402.0
4998,9404.0
4999,9406.0
5000,9408.0
5001,9408.0
5002,9410.0
5003,9412.0
5004,9414.0
5005,9416.0
5006,9418.0
5007,9420.0
5008,9422.0
5009,9424.0
5010,9426.0
5011,9428.0
5012,9430.0
5013,9432.0
5014,9434.0
5015,9436.0
5016,9438.0
5017,9440.0
5018,9440.0
5019,9442.0
5020,9444.0
5021,9446.0
5022,9448.0
5023,9450.0
5024,9452.0
5025,9454.0
5026,9456.0
5027,9458.0
5028,9460.0
5029,9462.0
5030,9464.0
5031,9466.0
5032,9468.0
5033,9470.0
5034,9472.0
5035,9472.0
5036,9474.0
5037,9476.0
5038,9478.0
5039,9480.0
5040,9482.0
5041,9484.0
5042,9486.0
5043,9488.0
5044,9490.0
5045,9492.0
5046,9494.0
5047,9496.0
5048,9498.0
5049,9500.0
5050,9502.0
5051,9504.0
5052,9504.0
5053,9506.0
5054,9508.0
5055,9510.0
5056,9512.0
5057,9514.0
5058,9516.0
5059,9518.0
5060,9520.0
5061,9522.0
5062,9524.0
5063,9526.0
5064,9528.0
5065,9530.0
5066,9532.0
5067,9534.0
5068,9536.0
5069,9536.0
5070,9538.0
5071,9540.0
5072,9542.0
5073,9544.0
5074,9546.0
5075,9548.0
5076,9550.0
5077,9552.0
5078,9554.0
5079,9556.0
5080,9558.0
5081,9560.0
5082,9562.0
5083,9564.0
5084,9566.0
5085,9568.0
5086,9568.0
5087,9570.0
5088,9572.0
5089,9574.0
5090,9576.0
5091,9578.0
5092,9580.0
5093,9582.0
5094,9584.0
5095,9586.0
5096,9588.0
5097,9590.0
5098,9592.0
5099,9594.0
5100,9596.0
5101,9598.0
5102,9600.0
5103,9600.0
5104,9602.0
5105,9604.0
5106,9606.0
5107,9608.0
5108,9610.0
5109,9612.0
5110,9614.0
5111,9616.0
5112,9618.0
5113,9620.0
5114,9622.0
5115,9624.0
5116,9626.0
5117,9628.0
5118,9630.0
5119,9632.0
5120,9632.0
5121,9634.0
5122,9636.0
5123,9638.0
5124,9640.0
5125,9642.0
5126,9644.0
5127,9646.0
5128,9648.0
5129,9650.0
5130,9652.0
5131,9654.0
5132,9656.0
5133,9658.0
5134,9660.0
5135,9662.0
5136,9664.0
5137,9664.0
5138,9666.0
5139,9668.0
5140,9670.0
5141,9672.0
5142,9674.0
5143,9676.0
5144,9678.0
5145,9680.0
5146,9682.0
5147,9684.0
5148,9686.0
5149,9688.0
5150,9690.0
5151,9692.0
5152,9694.0
5153,9696.0
5154,9696.0
5155,9698.0
5156,9700.0
5157,9702.0
5158,9704.0
5159,9706.0
5160,9708.0
5161,9710.0
5162,9712.0
5163,9714.0
5164,9716.0
5165,9718.0
5166,9720.0
5167,9722.0
5168,9724.0
5169,9726.0
5170,9728.0
5171,9728.0
5172,9730.0
5173,9732.0
5174,9734.0
5175,9736.0
5176,9738.0
5177,9740.0
5178,9742.0
5179,9744.0
5180,9746.0
5181,9748.0
5182,9750.0
5183,9752.0
5184,9754.0
5185,9756.0
5186,9758.0
5187,9760.0
5188,9760.0
5189,9762.0
5190,9764.0
5191,9766.0
5192,9768.0
5193,9770.0
5194,9772.0
5195,9774.0
5196,9776.0
5197,9778.0
5198,9780.0
5199,9782.0
5200,9784.0
5201,9786.0
5202,9788.0
5203,9790.0
5204,9792.0
5205,9792.0
5206,9794.0
5207,9796.0
5208,9798.0
5209,9800.0
5210,9802.0
5211,9804.0
5212,9806.0
5213,9808.0
5214,9810.0
5215,9812.0
5216,9814.0
5217,9816.0
5218,9818.0
5219,9820.0
5220,9822.0
5221,9824.0
5222,9824.0
5223,9826.0
5224,9828.0
5225,9830.0
5226,9832.0
5227,9834.0
5228,9836.0
5229,9838.0
5230,9840.0
5231,9842.0
5232,9844.0
5233,9846.0
5234,9848.0
5235,9850.0
5236,9852.0
5237,9854.0
5238,9856.0
5239,9856.0
5240,9858.0
5241,9860.0
5242,9862.0
5243,9864.0
5244,9866.0
5245,9868.0
5246,9870.0
5247,9872.0
5248,9874.0
5249,9876.0
5250,9878.0
5251,9880.0
5252,9882.0
5253,9884.0
5254,9886.0
5255,9888.0
5256,9888.0
5257,9890.0
5258,9892.0
5259,9894.0
5260,9896.0
5261,9898.0
5262,9900.0
5263,9902.0
5264,9904.0
5265,9906.0
5266,9908.0
5267,9910.0
5268,9912.0
5269,9914.0
5270,9916.0
5271,9918.0
5272,9920.0
5273,9920.0
5274,9922.0
5275,9924.0
5276,9926.0
5277,9928.0
5278,9930.0
5279,9932.0
5280,9934.0
5281,9936.0
5282,9938.0
5283,9940.0
5284,9942.0
5285,9944.0
5286,9946.0
5287,9948.0
5288,9950.0
5289,9952.0
5290,9952.0
5291,9954.0
5292,9956.0
5293,9958.0
5294,9960.0
5295,9962.0
5296,9964.0
5297,9966.0
5298,9968.0
5299,9970.0
5300,9972.0
5301,9974.0
5302,9976.0
5303,9978.0
5304,9980.0
5305,9982.0
5306,9984.0
5307,9984.0
5308,9986.0
5309,9988.0
5310,9990.0
5311,9992.0
5312,9994.0
5313,9996.0
5314,9998.0
5315,10000.0
5316,10002.0
5317,10004.0
5318,10006.0
5319,10008.0
5320,10010.0
5321,10012.0
5322,10014.0
5323,10016.0
5324,10016.0
5325,10018.0
5326,10020.0
5327,10022.0
5328,10024.0
5329,10026.0
5330,10028.0
5331,10030.0
5332,10032.0
5333,10034.0
5334,10036.0
5335,10038.0
5336,10040.0
5337,10042.0
5338,10044.0
5339,10046.0
5340,10048.0
5341,10048.0
5342,10050.0
5343,10052.0
5344,10054.0
5345,10056.0
5346,10058.0
5347,10060.0
5348,10062.0
5349,10064.0
5350,10066.0
5351,10068.0
5352,10070.0
5353,10072.0
5354,10074.0
5355,10076.0
5356,10078.0
5357,10080.0
5358,10080.0
5359,10082.0
5360,10084.0
5361,10086.0
5362,10088.0
5363,10090.0
5364,10092.0
5365,10094.0
5366,10096.0
5367,10098.0
5368,10100.0
5369,10102.0
5370,10104.0
5371,10106.0
5372,10108.0
5373,10110.0
5374,10112.0
5375,10112.0
5376,10114.0
5377,10116.0
5378,10118.0
5379,10120.0
5380,10122.0
5381,10124.0
5382,10126.0
5383,10128.0
5384,10130.0
5385,10132.0
5386,10134.0
5387,10136.0
5388,10138.0
5389,10140.0
5390,10142.0
5391,10144.0
5392,10144.0
5393,10146.0
5394,10148.0
5395,10150.0
5396,10152.0
5397,10154.0
5398,10156.0
5399,10158.0
5400,10160.0
5401,0.0
